age,income,credit_score,website_visits,email_opens,property_views,contact_attempts,time_on_site_minutes,inquiry_submitted,financing_pre_approved,budget_disclosed,location_preference_set,lead_score
60,30944,532,12,7,4,2,19,0,1,0,1,Low
43,123993,410,12,7,9,2,16,1,0,0,1,Low
62,301258,531,26,17,12,1,39,1,1,1,1,Medium
26,331990,572,21,15,9,5,43,1,0,1,1,Medium
63,244738,340,11,8,9,2,19,0,0,0,1,Low
44,238920,765,15,17,10,2,46,1,0,1,0,Medium
38,286805,376,18,12,10,1,30,0,0,0,1,Low
33,324740,789,26,20,17,1,44,1,1,0,1,High
44,134087,416,12,10,5,1,18,0,1,1,1,Low
37,498503,733,33,21,17,5,52,0,0,0,1,Medium
24,299051,318,22,8,7,4,30,0,0,0,0,Low
51,285035,495,14,8,10,2,45,0,1,1,0,Medium
43,189186,750,21,19,10,3,49,1,0,1,0,Medium
30,317153,724,26,15,11,2,34,0,0,0,0,Medium
50,376990,693,18,13,16,0,47,1,1,1,1,High
68,342385,583,18,10,9,9,36,0,1,0,0,Medium
58,196797,333,7,7,6,3,20,0,0,0,1,Low
44,311140,594,17,21,6,2,47,0,0,0,0,Low
34,429263,550,25,19,18,2,48,0,1,1,0,Medium
53,320911,638,25,15,17,9,33,1,1,0,0,Medium
67,308491,739,23,14,6,4,56,1,0,1,0,Medium
68,132063,479,14,11,5,1,24,0,0,1,1,Low
69,54102,527,7,8,2,1,29,0,1,0,1,Low
44,34263,322,5,6,4,1,9,0,1,1,1,Low
66,400729,626,13,15,9,3,52,1,0,1,1,Medium
38,97438,453,6,11,4,2,19,0,0,0,0,Low
61,126359,445,15,5,4,1,30,0,0,1,1,Low
42,453756,551,23,16,9,0,38,0,0,1,1,Medium
23,160251,601,25,8,7,5,25,1,0,0,1,Medium
58,498942,369,20,20,10,1,44,1,0,1,1,Medium
27,486985,842,34,15,8,6,61,1,1,0,0,High
65,201915,392,14,5,5,3,31,0,1,0,1,Medium
39,57690,462,13,4,5,1,23,0,1,0,0,Low
51,32994,380,6,3,5,2,11,0,0,1,0,Low
43,133533,362,4,4,5,2,17,1,1,1,0,Low
54,97546,735,14,11,5,2,27,1,0,0,1,Medium
51,430593,347,18,11,5,3,30,0,0,1,0,Low
38,370716,744,17,20,16,5,37,0,0,0,1,Medium
64,56467,373,8,10,3,2,24,0,0,0,0,Low
53,276590,841,22,9,12,5,47,1,0,0,1,High
63,161120,456,12,12,4,1,29,1,1,1,0,Medium
35,198050,786,17,16,12,6,34,0,1,1,1,Medium
31,339750,565,22,14,6,4,43,0,0,1,1,Medium
68,390256,555,16,13,9,2,27,1,1,1,1,Medium
57,103414,338,10,7,7,2,13,0,1,0,0,Low
55,385289,354,17,12,8,1,31,1,0,0,0,Low
30,210294,327,12,4,5,3,19,0,1,0,1,Medium
63,78115,417,7,5,3,4,16,1,1,1,1,Medium
49,381750,669,25,15,12,4,49,0,0,0,1,Medium
32,70647,508,18,10,8,2,14,0,1,0,1,Low
35,84607,615,11,9,9,4,30,1,0,1,0,Low
60,480626,692,18,22,12,2,56,1,1,0,0,High
68,51996,743,13,11,8,2,26,1,1,0,1,Medium
40,478137,558,21,16,13,3,42,0,0,1,1,Medium
36,113697,497,15,6,6,3,35,0,0,0,1,Low
49,338166,744,18,19,12,4,47,1,0,1,1,Medium
45,332292,604,20,19,13,5,38,0,0,1,1,Medium
29,97764,638,12,8,8,0,30,1,0,0,1,Low
64,384045,828,28,20,13,3,50,1,0,1,0,Medium
30,382868,353,18,12,4,5,30,0,1,1,0,Medium
68,416910,411,19,11,15,7,35,1,0,0,0,Medium
54,269190,718,17,12,8,9,50,1,1,0,0,Medium
54,38888,604,15,5,5,3,26,0,1,0,0,Low
40,249738,737,28,13,7,3,43,0,0,0,0,Low
24,462375,384,25,13,12,9,52,0,0,1,1,Medium
31,465413,823,28,16,13,4,73,0,0,1,0,Medium
61,251432,551,18,6,5,2,36,0,0,0,1,Medium
68,391085,425,18,14,9,2,45,1,0,1,1,Medium
63,447690,704,22,18,13,2,62,0,0,0,1,Medium
22,309477,603,21,16,7,3,47,1,1,0,0,Medium
50,66355,327,6,5,3,1,13,1,1,0,1,Medium
55,260487,565,13,16,11,3,30,0,1,1,1,Medium
34,159686,351,16,7,5,4,21,1,0,0,1,Medium
22,497119,810,33,16,15,8,42,1,1,1,1,High
55,489474,506,21,10,12,4,42,1,1,0,1,Medium
50,192217,810,20,14,10,2,43,0,1,0,1,Medium
69,279602,500,29,10,9,0,30,0,0,1,1,Medium
68,279434,583,13,10,7,3,30,0,1,1,0,Medium
34,395314,656,26,16,11,4,38,1,1,1,1,High
69,367819,346,23,11,9,0,33,1,0,0,1,Medium
50,210926,436,15,11,5,3,27,1,0,0,0,Low
60,97664,429,7,4,5,2,15,1,0,0,0,Low
45,116153,494,9,5,4,1,28,1,1,1,0,Medium
47,123616,663,16,9,7,2,32,1,1,1,0,Medium
38,327429,731,31,19,15,6,49,0,1,0,0,Medium
28,286349,368,14,10,4,2,39,1,1,0,0,Medium
34,440749,757,28,16,11,6,57,0,1,0,1,Medium
26,455840,839,32,29,11,1,65,1,1,1,0,High
47,76996,634,16,15,4,2,18,1,1,1,0,Medium
24,339091,825,24,20,14,6,44,0,0,0,1,Medium
28,451172,315,15,14,7,3,41,1,0,1,1,Medium
60,343174,755,24,8,12,4,40,0,0,1,1,Medium
22,481813,809,26,21,11,3,42,1,0,0,1,High
38,334587,508,15,7,11,4,40,0,1,0,0,Medium
64,158344,457,10,10,4,1,31,1,0,0,0,Low
46,259685,636,23,13,8,3,31,1,1,1,0,Medium
24,357608,540,10,10,6,3,38,0,1,0,0,Medium
36,158019,357,9,8,3,2,25,0,0,0,0,Low
50,165024,604,13,7,7,2,38,0,0,1,0,Low
64,480096,644,24,20,15,8,52,1,0,1,1,Medium
53,213273,313,12,12,5,2,16,0,0,0,0,Low
47,150454,658,14,11,8,1,40,0,1,1,1,Medium
37,154444,676,16,8,6,3,38,1,0,0,1,Medium
46,404319,542,13,16,14,1,38,0,1,1,0,Medium
49,334604,444,15,13,6,1,35,0,0,0,1,Low
30,183868,714,14,7,5,5,41,0,1,0,0,Low
22,192818,693,14,9,11,4,31,1,1,0,0,Medium
50,30015,657,13,6,9,0,17,1,1,0,1,Medium
43,341901,457,18,16,10,1,39,0,1,1,1,Medium
37,187029,317,12,11,9,2,26,0,1,0,1,Medium
62,111541,646,14,13,9,0,42,0,0,1,0,Low
65,51292,357,2,4,3,1,16,0,1,1,0,Low
62,414838,454,15,15,7,3,43,0,0,1,0,Low
28,192948,786,31,13,10,4,38,0,0,0,1,Medium
35,221799,830,21,11,9,2,47,0,0,0,1,Medium
50,77046,786,17,9,10,0,27,0,1,1,0,Medium
40,44817,450,8,8,7,1,25,1,0,0,1,Low
40,39759,658,21,6,9,5,21,0,0,1,1,Low
23,209504,667,20,10,5,3,33,0,0,1,1,Medium
62,298556,346,9,6,5,2,32,0,0,0,1,Low
66,480973,506,19,12,8,2,50,0,1,1,1,Medium
36,312648,749,23,18,17,3,55,0,0,1,1,Medium
24,400644,782,26,18,8,4,43,0,1,0,1,Medium
32,300651,442,15,10,9,2,27,1,1,1,1,High
67,51050,699,23,8,7,4,25,0,1,0,0,Low
51,428036,396,21,5,7,6,32,1,0,1,0,Medium
61,431051,346,19,12,12,3,38,1,1,0,0,Medium
39,130153,490,10,5,2,4,17,0,0,1,0,Low
69,305731,439,19,7,10,8,32,0,1,1,1,Medium
23,261329,530,20,17,7,7,35,1,0,0,0,Low
53,87732,639,13,7,12,1,29,0,1,0,0,Low
29,81921,790,13,11,12,2,40,1,1,0,1,Medium
43,468715,348,13,14,10,4,40,0,0,1,1,Low
27,147734,752,16,12,14,4,37,0,1,0,0,Low
33,422248,615,23,22,17,4,58,1,0,1,0,Medium
68,167912,621,8,7,16,2,38,0,1,0,1,Low
61,488293,386,18,12,12,4,26,0,0,0,0,Low
57,61440,773,14,14,9,1,28,0,1,1,0,Medium
36,65183,581,7,9,3,2,30,0,1,0,1,Low
49,388316,373,21,15,14,2,45,1,1,0,1,Medium
66,163461,752,20,14,5,1,36,0,0,0,1,Medium
39,478292,346,22,18,12,3,37,0,0,1,1,Medium
23,144515,395,11,11,7,2,26,0,1,1,1,Medium
34,415327,330,14,14,8,2,38,0,1,0,1,Medium
66,358443,833,28,19,13,3,47,1,0,0,1,Medium
36,250533,316,11,6,8,3,31,0,0,1,1,Medium
41,145503,511,16,9,11,3,25,1,0,0,1,Medium
50,69023,534,14,7,5,1,24,0,0,1,1,Low
63,211101,691,18,11,6,3,39,0,0,0,0,Medium
50,332085,653,27,17,12,4,37,0,1,0,0,Medium
24,477166,604,27,22,15,8,47,1,1,1,1,Medium
40,413821,849,18,17,6,5,59,1,1,0,0,Medium
24,248031,839,17,8,8,8,47,0,1,0,0,Medium
35,106054,808,17,12,8,5,48,0,0,1,0,Low
61,357507,694,17,18,12,5,49,0,0,0,1,Medium
25,91742,730,14,17,4,4,34,1,1,0,1,Medium
32,75215,476,8,11,7,1,25,0,0,0,1,Low
52,340001,705,19,16,15,4,41,0,1,0,1,Medium
64,347620,600,13,13,13,6,43,1,0,0,1,Medium
53,189245,744,23,13,8,6,37,0,0,0,0,Low
48,432611,426,26,12,13,4,44,1,0,1,0,Medium
51,351912,648,20,13,8,3,42,0,1,1,1,Medium
64,271443,320,14,8,10,2,26,0,0,1,0,Medium
23,133591,719,11,9,5,1,32,0,0,0,1,Low
30,279045,451,20,11,3,5,39,1,0,1,1,Medium
49,76229,459,8,5,8,1,19,1,0,0,1,Low
52,449855,779,25,24,16,5,58,0,0,1,1,Medium
55,403850,742,21,13,14,3,50,1,1,0,0,Medium
36,92583,395,12,10,7,1,14,1,1,0,1,Medium
69,285931,651,18,16,8,2,42,0,0,1,0,Low
46,189996,374,8,13,7,5,20,1,1,0,0,Medium
57,156011,658,28,8,8,3,36,0,1,0,0,Medium
29,496185,432,19,19,11,2,48,1,0,0,0,Medium
30,322248,699,24,12,6,7,43,0,0,0,0,Medium
58,270660,438,16,9,11,2,34,0,1,0,0,Low
69,329738,545,23,15,8,5,44,0,1,0,1,Medium
66,295808,590,29,13,10,2,48,1,0,0,1,Medium
60,302672,411,15,15,4,2,33,0,0,1,1,Medium
53,189262,469,8,9,9,0,34,0,1,0,1,Medium
38,227105,539,19,12,12,3,37,0,0,1,1,Medium
56,484377,636,28,17,17,5,47,1,0,0,1,Medium
58,234249,437,12,11,7,5,30,1,1,0,0,Medium
40,158404,535,11,6,7,2,29,0,1,0,1,Medium
65,493395,302,21,12,14,7,33,0,1,1,0,Medium
50,231664,415,18,8,5,3,30,0,0,1,1,Low
28,325043,771,26,18,9,4,43,1,0,0,0,Medium
49,363123,430,23,12,11,3,38,1,0,0,1,Medium
30,47241,782,14,7,2,3,29,1,0,0,1,Medium
49,338355,700,18,16,12,5,49,0,1,1,1,Medium
27,93472,500,7,3,7,4,21,1,0,0,1,Low
50,235320,591,22,11,10,2,36,1,1,0,1,Medium
38,496973,641,23,24,16,6,44,0,1,1,1,Medium
37,61346,515,11,6,5,1,31,1,1,0,1,Medium
44,111196,665,13,6,6,2,24,1,0,1,1,Medium
52,396595,768,28,27,5,3,54,0,0,0,0,Medium
24,238196,717,17,10,9,4,36,1,1,1,0,Medium
42,395052,326,15,11,8,4,37,0,1,1,1,Medium
47,465436,754,38,24,16,4,51,1,1,0,1,High
57,179014,313,9,6,5,2,24,0,0,0,0,Low
63,341311,397,12,14,12,3,30,0,1,1,0,Medium
58,328517,578,24,14,8,8,31,0,1,0,0,Medium
43,359287,789,30,22,11,3,42,0,1,0,1,Medium
63,150623,506,13,9,10,0,21,1,0,1,1,Medium
33,402157,532,22,17,7,2,48,0,1,0,1,Medium
63,32016,538,10,8,9,2,22,0,1,0,0,Low
34,361254,549,26,13,14,6,37,1,0,0,1,Medium
32,469525,605,29,22,19,2,36,1,0,0,1,Medium
37,37274,762,17,9,11,3,22,0,1,1,0,Medium
29,45748,535,7,10,7,0,16,0,1,1,0,Low
61,443391,590,23,18,18,3,57,1,1,0,1,Medium
61,41826,338,6,8,9,1,11,0,1,0,1,Low
66,375152,482,27,14,6,3,39,0,1,0,0,Low
23,159288,329,9,8,5,3,17,0,1,0,1,Low
51,457345,687,26,9,17,2,54,1,0,0,1,Medium
51,231081,442,15,12,3,3,19,0,0,0,1,Medium
33,281054,718,19,19,9,3,35,0,0,0,0,Low
31,446706,373,22,14,12,4,29,1,1,1,0,Medium
65,397767,354,20,10,11,3,35,1,1,0,1,Medium
32,202507,323,7,2,10,4,20,1,0,0,0,Low
36,236089,321,9,7,3,1,20,0,0,1,0,Low
37,431736,727,31,16,10,3,39,1,0,1,1,Medium
38,253023,331,16,11,3,1,23,0,0,1,1,Low
47,375250,638,22,19,8,2,49,0,0,0,1,Low
23,222949,814,21,16,12,0,51,0,1,1,0,High
33,443014,811,18,13,20,3,56,0,0,0,0,Medium
47,346782,369,18,10,10,1,30,1,1,1,0,Medium
44,99072,387,12,11,3,0,19,0,0,0,0,Low
39,97309,518,11,4,3,2,17,0,1,0,1,Low
53,190966,569,13,9,5,2,21,0,0,0,1,Low
59,486179,377,19,12,13,5,43,1,1,1,0,Medium
68,416868,309,27,17,8,1,49,0,0,1,1,Medium
24,215639,767,24,11,18,5,48,0,0,0,1,Medium
59,419987,635,16,20,6,1,41,1,0,1,1,Medium
24,65326,485,9,9,5,2,21,0,0,0,0,Low
51,216131,845,18,9,7,3,43,0,0,1,0,Medium
22,297223,420,15,11,15,3,31,1,1,1,1,Medium
51,449054,573,23,10,10,2,46,0,1,0,0,Low
66,413556,709,29,15,15,2,51,1,0,0,0,Medium
53,117340,657,10,4,8,5,35,1,0,0,1,Medium
49,470325,397,18,15,11,1,44,1,0,0,0,Medium
42,377355,540,13,20,8,2,41,0,0,0,1,Low
67,448810,413,18,20,11,1,35,1,0,0,1,Medium
34,334893,786,21,11,11,4,64,0,1,1,0,Medium
48,197364,540,15,14,9,1,25,1,1,0,1,Medium
57,148192,455,14,17,7,4,22,0,0,0,0,Low
28,366678,651,25,15,11,5,53,1,0,0,0,Medium
43,281749,343,10,14,5,1,35,0,0,0,0,Low
31,371377,611,17,18,16,8,44,0,1,0,1,Medium
60,81818,437,13,9,4,2,12,1,0,1,0,Low
36,404054,735,18,13,12,4,52,1,1,0,1,Medium
36,43429,442,7,7,2,3,17,0,0,1,0,Low
25,87748,598,15,10,8,2,24,0,0,1,1,Low
53,78807,561,17,6,5,2,35,1,1,1,0,Medium
44,299284,811,22,16,14,4,51,1,0,0,0,Medium
27,355370,361,22,7,7,4,36,0,0,0,1,Medium
45,268161,722,26,15,11,1,33,0,0,1,1,Medium
41,438117,695,24,18,15,2,60,1,1,0,1,High
58,380959,330,26,12,17,3,40,1,0,0,1,Medium
41,320669,629,23,16,16,2,48,0,1,1,1,Medium
33,312635,468,16,8,4,6,27,0,0,0,1,Low
54,229888,565,15,8,7,0,27,0,1,0,1,Medium
49,196052,607,15,10,6,3,35,0,0,0,0,Low
29,256597,758,18,13,14,6,33,0,0,0,0,Medium
22,38078,484,8,5,13,3,13,1,0,0,1,Low
58,121654,633,18,10,8,1,26,0,1,1,0,Medium
43,159101,814,17,18,14,7,42,1,1,0,0,Medium
27,471920,740,29,13,12,7,40,1,0,0,0,Medium
42,46997,690,5,7,5,2,35,1,1,0,1,Low
53,161940,553,12,11,6,1,30,1,0,1,0,Medium
56,449614,634,20,18,15,11,55,1,1,1,0,High
36,242650,699,21,15,10,3,36,0,0,0,0,Low
26,389500,465,22,12,6,2,39,0,0,0,1,Medium
67,405855,559,26,19,13,7,47,1,0,0,1,Medium
69,313390,303,10,9,7,0,27,1,0,1,0,Medium
27,181633,418,7,15,10,3,20,0,1,0,1,Low
46,439470,769,34,16,7,4,50,1,1,0,0,High
67,64512,769,13,11,12,3,19,0,0,0,0,Low
61,255226,792,17,22,8,2,41,0,0,0,0,Medium
50,238467,799,22,19,11,5,37,1,1,1,1,High
28,350009,369,19,7,8,1,31,0,0,0,1,Low
61,446796,669,30,8,16,4,46,1,1,1,1,High
34,494175,480,27,8,13,7,45,0,0,0,0,Low
59,395537,304,12,16,3,2,45,1,0,0,1,Medium
39,102144,496,9,8,2,2,23,0,0,0,0,Low
23,203557,346,13,9,5,1,28,1,0,0,1,Medium
29,473837,439,20,19,13,1,45,0,0,0,1,Medium
32,147363,839,21,6,7,4,42,0,1,0,0,Medium
54,342809,726,20,15,10,2,46,0,0,1,0,Low
59,231484,609,10,13,10,5,31,1,1,1,0,Medium
69,211675,573,16,12,15,3,45,0,1,1,1,Medium
48,182110,838,18,11,19,3,34,0,1,0,1,Medium
41,123542,689,17,14,7,3,28,1,1,0,0,Medium
33,393455,758,25,14,10,7,48,0,0,1,1,Medium
64,306469,660,23,14,10,4,40,1,0,0,1,Medium
52,196964,368,8,7,2,1,27,1,0,0,1,Medium
48,424969,730,28,13,9,2,54,0,0,0,0,Low
53,179068,331,14,6,8,2,26,1,0,0,0,Medium
31,360955,812,25,13,13,4,50,0,1,1,0,High
24,235355,481,10,12,7,1,25,1,0,0,0,Medium
66,468427,547,32,21,10,4,49,1,1,0,1,Medium
48,146737,596,18,10,10,4,23,1,1,0,1,Medium
56,486036,329,22,10,6,7,40,1,1,1,1,High
52,292968,601,20,12,15,2,27,0,1,0,1,Medium
36,437096,775,34,20,12,4,56,1,0,0,1,High
37,270417,651,14,12,12,2,45,1,1,1,1,High
34,147718,781,18,10,10,6,37,0,1,0,0,Medium
56,358761,616,19,14,13,9,46,0,0,1,1,Low
32,303661,696,16,11,8,4,40,0,0,1,0,Low
42,182755,388,15,5,4,3,25,0,0,0,0,Low
32,440092,533,29,11,12,5,54,0,1,1,0,Medium
51,395212,467,21,7,15,4,41,1,1,0,1,Medium
69,479570,425,19,12,11,2,38,1,1,1,0,Medium
56,497018,419,24,25,14,2,44,0,0,0,1,Low
43,237791,727,26,15,8,9,32,1,1,1,1,Medium
59,279120,489,8,14,8,3,38,0,1,1,1,Medium
52,284322,727,21,17,13,5,43,0,0,0,0,Low
35,407160,501,20,11,14,4,35,0,1,0,1,Medium
45,239485,358,10,6,11,3,27,0,1,1,1,Medium
53,302126,522,14,9,7,4,35,1,0,1,1,Medium
57,497720,791,30,18,15,6,64,0,1,0,0,Medium
53,449814,310,22,13,8,0,47,0,0,0,1,Low
36,175711,811,19,11,12,4,30,1,0,0,1,Medium
64,100210,609,10,11,7,2,32,0,0,1,0,Low
56,99852,333,8,6,1,1,15,0,1,1,0,Low
24,405762,639,22,18,10,4,46,1,0,0,0,Medium
37,285139,780,21,13,12,3,43,0,0,0,1,Medium
26,39695,392,10,6,2,0,24,1,0,0,1,Low
42,78582,432,9,7,4,1,15,1,0,0,1,Low
31,323238,718,28,12,11,3,28,0,0,1,0,Medium
40,221707,767,11,21,5,3,45,0,1,0,1,Medium
46,314331,743,22,17,12,6,54,0,0,1,0,Medium
25,410157,329,17,11,14,2,40,0,1,1,0,Medium
50,158721,597,18,11,8,3,32,1,1,0,0,Medium
40,136683,360,6,3,6,1,18,0,0,1,1,Low
64,293358,757,21,9,10,4,39,0,1,1,0,Medium
23,316084,603,16,10,11,5,39,0,0,0,1,Low
31,74406,639,15,11,3,3,24,0,1,0,0,Low
64,466697,747,32,23,13,5,44,1,0,0,1,Medium
46,177049,601,14,12,8,4,31,0,0,0,0,Low
41,468055,839,35,13,19,6,52,0,0,1,0,Medium
69,481090,784,19,20,13,6,51,0,1,1,0,High
40,350558,376,18,6,7,7,38,0,1,1,0,Medium
44,393584,814,32,13,9,6,61,0,0,0,1,Medium
45,448754,848,30,17,19,3,47,1,1,0,1,High
32,265994,391,15,5,5,2,30,0,0,0,0,Low
67,395713,765,23,16,9,2,43,0,1,0,1,Medium
55,217313,765,21,13,9,0,39,0,1,0,1,Medium
49,234573,339,13,13,12,3,23,0,0,0,1,Low
26,236205,628,11,16,10,3,41,1,1,1,1,Medium
26,90481,584,18,10,5,2,28,1,0,0,0,Low
42,268084,365,9,4,5,3,29,0,1,0,1,Medium
33,319884,408,14,11,10,2,26,0,1,0,0,Low
25,355472,714,14,11,6,2,50,0,1,1,0,Medium
63,495321,391,27,22,10,4,36,0,0,1,0,Medium
41,473859,667,23,19,9,3,64,0,0,0,0,Medium
59,304025,722,18,16,6,2,41,1,1,1,0,High
46,329140,539,16,13,16,6,52,0,1,1,0,Medium
35,193249,734,21,10,10,2,35,0,1,0,1,Medium
32,152196,511,20,9,6,1,29,0,1,1,0,Medium
53,67177,699,9,14,9,2,36,1,1,0,0,Medium
32,96126,825,22,9,6,5,50,1,1,1,0,Medium
39,348675,767,20,13,17,3,45,1,0,0,0,Medium
48,56119,469,9,12,4,4,19,1,1,0,1,Low
39,147744,509,11,10,6,4,17,1,1,1,0,Medium
44,146894,555,16,13,10,2,27,0,0,0,1,Low
32,188987,372,14,6,9,2,27,0,0,0,1,Low
42,425924,446,19,11,7,3,40,0,1,1,0,Medium
65,461965,639,34,18,15,5,73,0,0,0,0,Low
26,74989,616,12,9,3,3,21,1,1,0,0,Low
44,314250,453,18,12,11,1,37,0,0,0,1,Low
62,309275,554,18,10,5,1,34,1,1,1,1,Medium
46,338697,650,32,13,12,2,31,0,0,0,1,Low
62,481360,846,30,15,12,3,67,0,1,0,0,High
31,36553,611,10,6,6,2,22,0,1,0,1,Low
43,47881,433,9,7,4,1,13,0,0,1,0,Low
40,31379,428,7,6,4,1,16,0,0,0,1,Low
22,382935,735,21,17,9,3,51,1,0,1,1,Medium
28,397808,579,26,19,11,3,43,0,0,0,1,Low
25,99306,657,14,9,7,1,32,0,1,0,1,Low
22,442942,551,20,18,11,3,47,0,0,0,0,Low
36,273825,434,14,11,6,4,35,1,0,0,0,Medium
61,432304,822,29,18,7,10,58,1,0,1,0,Medium
33,457530,618,28,14,17,4,53,0,0,0,0,Low
43,478257,379,29,12,17,6,53,1,0,0,0,Medium
43,134512,490,15,7,5,4,27,0,0,0,0,Low
68,308494,752,24,12,6,1,48,1,0,0,1,Medium
38,129599,643,17,10,12,6,29,1,0,1,1,Low
50,111397,329,8,5,5,4,13,1,0,0,1,Low
67,371653,713,28,20,9,1,38,1,0,0,0,Medium
35,47769,667,10,11,4,3,27,1,0,1,0,Low
41,208321,801,20,8,6,1,41,1,0,0,1,Medium
69,131584,320,14,3,2,0,16,0,1,0,1,Low
54,338509,848,21,18,23,8,42,1,0,1,0,High
64,342329,545,22,10,7,1,33,0,0,0,1,Medium
36,163858,582,15,15,8,4,24,1,1,0,0,Medium
33,261609,531,19,19,8,0,39,0,1,0,1,Medium
61,156525,615,13,9,11,2,23,1,0,0,0,Low
41,424836,635,24,24,5,3,37,1,1,0,1,Medium
51,66303,710,10,12,7,2,32,1,1,0,1,Medium
59,49589,544,11,6,5,0,15,0,1,0,0,Low
24,295026,686,27,13,8,2,30,1,1,1,0,Medium
49,485464,657,29,21,11,3,43,0,1,0,1,Medium
47,210394,321,13,9,4,0,28,1,0,1,1,Medium
51,159236,318,8,7,6,3,24,1,0,1,0,Medium
34,447740,586,25,19,10,5,50,0,0,0,1,Medium
34,301889,575,22,15,12,4,34,0,1,1,1,Medium
23,45861,371,9,9,1,2,17,1,0,0,1,Low
58,121707,664,21,7,6,2,31,1,1,0,1,Medium
59,346405,634,23,19,9,0,50,1,1,0,1,Medium
23,285043,498,8,17,5,2,27,0,1,1,1,Medium
57,163909,316,12,6,7,3,24,0,0,0,1,Low
47,366279,517,19,16,14,3,32,0,1,0,1,Medium
32,84380,446,7,5,3,1,20,0,1,0,1,Low
29,378233,509,20,18,11,1,47,0,1,0,1,Medium
65,135025,713,15,10,11,4,39,0,0,0,0,Low
61,210903,629,20,12,10,2,31,1,1,0,0,Medium
64,250421,651,25,17,9,6,37,1,0,0,1,Medium
43,461471,462,21,10,11,0,41,1,0,1,1,Medium
41,274497,400,16,10,14,3,27,0,0,0,1,Low
29,190592,626,14,9,13,2,33,0,1,0,0,Low
50,452757,626,15,15,14,4,46,1,0,1,1,Medium
61,488988,454,23,10,8,2,44,0,0,0,1,Low
47,450566,309,16,7,13,3,42,0,0,0,1,Medium
51,74397,652,7,12,5,1,33,0,1,1,1,Low
38,369229,482,19,14,3,5,46,1,0,0,0,Medium
41,356009,754,18,19,14,5,43,0,1,1,1,High
37,348100,305,17,6,10,5,24,0,0,1,0,Low
67,450669,632,26,16,15,1,43,1,1,0,0,Medium
64,485561,632,30,17,22,4,63,1,0,0,1,Medium
28,392871,557,25,19,11,4,48,0,1,0,1,Medium
37,436122,510,22,10,11,3,49,1,0,0,0,Low
66,307132,350,12,13,4,4,32,1,1,0,1,Medium
68,188795,744,22,23,7,2,39,0,1,0,0,Medium
69,63800,676,12,9,12,2,23,0,1,0,1,Low
48,462323,785,19,18,14,7,56,0,0,0,0,Medium
44,188502,350,12,5,5,3,29,0,0,1,1,Low
45,455751,453,23,18,13,2,43,0,1,0,0,Medium
30,229548,609,22,13,10,3,31,1,1,0,0,Medium
56,287653,698,27,13,11,8,34,0,0,0,1,Medium
41,379473,433,25,20,7,5,28,0,0,1,0,Low
58,82284,519,8,9,7,4,21,0,0,1,0,Low
63,86232,462,7,4,10,1,15,0,1,0,0,Low
38,74420,801,17,11,13,1,37,0,0,0,0,Low
68,329854,414,12,18,9,4,41,0,1,1,1,Medium
52,495713,798,33,21,14,5,62,1,1,1,0,High
29,122035,771,11,6,9,2,27,0,1,1,1,Medium
36,463714,448,21,18,10,4,35,0,0,0,1,Medium
52,323427,540,15,10,11,7,44,0,0,0,1,Medium
51,227241,422,16,10,10,1,34,1,1,1,1,High
67,495574,368,28,17,16,4,51,0,1,1,0,Medium
41,223529,362,10,5,9,0,19,1,0,0,0,Low
60,279863,315,16,4,6,4,24,1,1,1,1,Medium
33,55968,689,14,17,3,4,26,1,0,0,0,Low
38,92508,557,5,7,4,1,22,0,0,0,0,Low
63,265863,516,20,10,8,5,38,0,1,0,0,Medium
51,224292,778,23,9,8,5,39,1,0,1,0,Medium
50,405579,413,22,14,8,0,38,1,0,0,1,Medium
40,115366,679,13,11,10,1,28,1,0,0,1,Medium
67,35738,536,10,3,5,3,17,1,1,1,1,Medium
32,33098,775,22,6,14,2,35,0,1,0,1,Low
55,125424,428,12,7,11,2,19,1,0,0,0,Low
28,234705,809,19,16,11,8,40,0,1,1,1,High
65,108672,464,13,10,7,3,16,0,1,0,0,Low
55,330388,576,29,16,7,1,22,1,0,1,0,Medium
41,169325,556,13,13,7,3,31,0,1,1,1,Medium
59,346477,431,20,12,6,1,36,1,1,1,1,Medium
45,155349,556,20,7,9,1,23,0,0,0,0,Low
31,80969,440,8,6,9,2,20,0,0,0,0,Low
53,120744,508,13,10,1,1,26,0,1,1,1,Medium
36,231495,818,14,22,9,3,54,0,1,0,1,Medium
58,147286,350,10,7,8,2,16,0,0,0,0,Low
41,467627,802,15,26,12,4,54,0,0,1,1,Medium
24,105028,558,9,4,5,0,22,1,0,0,1,Low
58,327565,477,15,12,12,6,41,1,1,0,1,Medium
61,424670,842,26,21,15,6,47,1,0,1,1,High
29,440738,655,24,18,9,4,54,1,1,0,1,Medium
61,68575,617,12,9,11,3,25,1,0,0,1,Low
65,33192,663,13,10,7,2,23,1,1,1,0,Medium
44,141116,354,2,4,2,3,21,0,0,0,1,Low
61,478484,455,18,21,12,5,42,1,1,1,0,High
32,420018,343,14,10,6,5,41,0,0,1,1,Medium
67,111311,841,14,12,7,1,32,1,0,1,1,Medium
29,433618,621,21,18,9,0,50,1,0,0,1,Medium
50,110781,313,11,5,4,1,17,0,0,0,0,Low
51,66527,656,21,5,2,1,21,0,1,1,1,Low
31,82181,782,17,14,11,1,34,0,1,0,0,Medium
60,121472,658,19,9,12,1,24,1,0,0,1,Medium
